age,income,credit_score,loan_amount,active_loans,app_usage_frequency,engagement_score,migrated,loan_status_Ongoing,loan_status_Paid
30,115678,463,46416,3,10,37,0,False,True
50,50279,671,36523,4,19,52,0,False,False
34,63106,723,20116,4,29,27,0,False,True
28,135776,776,7473,2,16,34,0,False,True
42,126444,681,48322,0,6,62,0,False,True
38,131300,454,23735,4,11,16,0,False,False
28,138793,556,35461,2,19,59,0,True,False
54,141278,367,12084,3,25,21,0,True,False
40,104737,643,45771,3,29,16,1,False,False
28,65544,576,29756,1,19,81,0,False,True
47,128247,690,18068,4,18,79,0,False,True
26,136190,748,29916,2,25,13,0,False,True
35,33997,558,3919,2,15,33,0,True,False
35,131102,606,24550,0,27,54,0,True,False
52,110711,394,37524,2,29,69,0,False,False
23,141045,763,4283,4,16,27,0,False,False
23,65860,545,5691,2,14,52,0,True,False
58,28225,486,24212,1,8,65,0,False,True
59,135114,672,41118,3,8,44,0,False,True
36,84470,705,29602,3,2,30,0,False,True
56,138218,707,18540,2,6,23,0,False,True
58,125764,424,36829,2,13,79,0,False,False
48,132041,636,6919,2,13,83,0,False,False
55,137224,640,23277,2,21,94,0,True,False
57,88656,477,18676,1,12,16,0,False,False
58,76880,469,43844,4,2,55,0,False,True
56,86078,338,10752,1,21,18,0,True,False
54,113646,368,17012,1,20,90,0,False,False
26,101290,535,10175,1,25,17,0,False,False
46,81633,680,41670,3,12,75,0,False,False
47,51655,356,3067,1,17,52,0,False,False
41,146118,576,32478,2,6,45,0,False,False
33,68601,398,27439,1,7,56,0,False,True
26,28114,826,35747,2,28,93,0,False,True
56,51502,624,30810,4,6,54,0,False,True
41,74768,760,19302,3,21,9,0,False,False
24,73128,478,1700,4,28,17,0,True,False
21,45028,418,37814,4,4,27,0,False,True
46,80565,768,35841,3,21,37,0,False,True
40,108123,848,45713,2,9,22,0,False,False
57,133255,754,4048,2,5,72,0,True,False
34,60333,325,34290,2,10,67,0,False,True
40,28174,789,12101,3,15,38,0,False,True
29,142769,307,30778,1,8,99,0,True,False
42,60398,815,28425,0,23,96,0,False,False
58,60929,832,42509,1,4,72,1,True,False
24,29321,448,18852,1,26,44,0,False,False
20,148549,787,25500,4,5,91,0,False,True
32,120971,324,13674,0,7,96,0,True,False
40,136508,724,24195,2,6,36,0,True,False
45,80421,592,25371,1,13,98,0,False,True
64,97635,484,34053,3,19,25,0,False,True
40,48760,730,12957,1,10,95,0,False,False
37,36360,616,8108,2,15,42,0,False,True
56,35313,697,48758,1,3,13,0,False,True
64,136806,623,18829,4,18,56,0,True,False
51,110998,845,6837,4,14,79,0,False,False
55,30801,375,16032,1,3,51,0,False,True
36,39130,785,35234,4,11,50,0,True,False
54,39271,387,27352,3,10,77,0,False,True
30,41075,531,31215,0,29,52,0,False,True
40,127455,306,10106,1,17,33,0,False,True
45,132215,849,42247,3,13,95,0,False,True
23,43984,351,29766,3,25,25,0,False,False
53,113095,695,44048,3,2,58,0,True,False
37,85942,520,39700,2,28,40,0,True,False
59,37861,727,10996,1,13,87,0,False,True
54,123970,442,2178,1,19,38,0,True,False
60,107203,662,36319,1,5,3,0,False,True
48,96376,681,17025,0,16,16,0,True,False
48,86247,576,10780,3,10,2,0,False,False
57,94101,570,23706,1,12,23,0,False,False
61,133730,313,43916,4,20,98,0,True,False
40,45977,597,10967,2,13,30,0,False,True
61,75617,763,31856,0,21,10,0,False,True
32,82473,826,38630,2,16,65,0,False,True
60,111654,533,10179,3,22,22,0,False,True
36,113177,326,39623,4,21,52,0,False,False
28,97902,770,18587,3,26,56,0,False,True
60,117172,392,24733,1,1,33,0,False,True
20,40630,608,23770,2,22,89,0,False,True
21,45056,351,34887,4,9,86,0,False,True
48,32382,618,4975,2,16,80,0,False,False
52,80739,480,13919,0,19,30,0,True,False
29,106685,419,10602,4,15,82,0,True,False
59,73639,342,46463,0,18,24,0,False,True
40,84838,559,35060,4,22,5,0,False,True
47,71041,496,43154,1,12,53,0,True,False
30,25992,554,11140,2,14,55,0,False,False
53,97394,635,22170,2,3,23,0,False,False
27,92657,801,29830,3,4,91,0,False,False
41,52160,554,45540,4,6,76,0,False,False
27,70156,813,7590,4,16,10,0,False,False
34,76375,541,47745,0,28,98,0,False,False
36,111442,448,31609,4,13,33,0,False,False
42,44572,598,18401,2,12,80,0,False,False
43,142925,752,28729,4,22,93,0,False,False
64,29136,692,38944,3,12,62,0,False,True
38,86868,511,46167,3,2,82,0,False,False
24,107263,837,29645,2,29,27,0,False,True
51,57167,430,30047,2,13,7,0,True,False
63,135957,628,23560,2,3,27,0,False,True
20,40479,555,7647,4,13,74,0,True,False
42,144392,778,22106,4,25,10,0,False,True
56,56376,362,7015,1,2,75,0,True,False
27,29823,610,22506,0,19,57,0,False,True
32,95456,706,49613,4,9,30,0,False,True
27,44585,404,25067,1,20,3,0,True,False
42,128775,314,3056,1,1,29,0,False,False
62,42272,558,32719,3,27,14,0,False,False
20,51619,711,30328,4,13,77,0,False,False
64,100069,558,13176,1,2,83,0,False,False
43,64895,559,43771,3,15,25,0,False,False
54,28720,344,32885,0,19,10,0,False,True
43,44267,630,22269,3,25,79,0,False,False
36,40696,464,47515,0,25,92,0,False,True
24,54968,492,4114,2,16,49,0,True,False
39,78364,820,14442,2,11,38,0,False,False
40,48345,700,41151,3,15,71,0,False,False
59,76567,673,2629,2,6,14,0,False,False
50,116229,364,18927,4,14,30,0,False,False
55,86607,686,32317,3,27,40,0,False,True
30,44385,794,24896,1,6,12,0,False,True
34,108658,714,29155,4,19,92,0,False,True
38,91900,329,19288,3,5,14,0,True,False
26,93244,565,22415,0,11,1,0,False,True
47,90425,627,37085,2,4,68,0,False,False
62,103518,791,12251,2,26,49,0,True,False
24,107844,516,37884,2,26,18,0,True,False
24,57919,619,26574,3,28,36,0,False,False
49,115697,698,10623,4,9,64,0,False,False
51,82196,404,21936,0,9,96,0,False,False
27,140600,629,7123,2,17,28,0,False,False
29,125625,346,4061,4,8,92,0,False,True
57,104401,613,41857,1,15,32,0,True,False
51,25495,446,37499,1,9,72,0,False,False
47,69755,761,40095,0,5,25,0,False,True
36,92684,785,29451,2,4,47,0,False,False
50,58324,709,17361,1,26,20,0,False,True
27,103929,326,16907,4,20,33,0,False,False
59,26552,328,35814,4,18,30,0,False,False
44,76272,570,20605,1,9,37,0,False,False
28,60853,800,33256,2,21,80,0,False,True
21,143192,552,12332,0,27,53,0,False,False
34,57924,684,38832,2,3,89,0,False,True
22,99462,359,30476,3,22,74,0,False,True
55,121387,406,10445,1,9,69,0,True,False
23,48889,519,34490,3,9,8,0,False,True
33,130466,740,30767,1,28,97,0,False,True
60,79675,845,47057,0,29,1,0,False,True
60,147231,395,16210,2,21,95,0,False,True
44,98591,388,25159,2,24,7,0,False,True
29,95190,530,8564,1,4,62,0,True,False
40,47634,574,42043,4,21,87,0,False,False
55,57363,545,22219,3,7,58,0,True,False
31,88752,410,28946,2,7,88,0,True,False
46,102004,533,37587,2,29,78,0,False,False
59,81398,577,4364,1,23,87,0,False,True
21,123458,776,5318,4,8,73,0,False,False
32,65718,716,12479,3,27,8,0,False,True
51,138627,427,8398,4,21,64,0,False,False
50,107916,536,3452,4,1,8,0,True,False
35,51870,427,22672,1,27,3,0,False,True
51,62394,693,34193,4,9,58,0,True,False
51,77057,774,14865,3,25,32,0,False,True
53,104795,694,26345,0,23,68,0,False,False
30,105409,410,47275,0,12,49,0,False,False
29,38016,389,21359,3,6,38,0,False,False
34,67137,579,9799,1,13,2,0,False,False
36,25153,632,24053,2,29,9,0,False,False
59,32853,523,35892,1,5,46,0,True,False
37,37379,400,18684,3,21,65,0,True,False
28,40792,431,6015,4,19,49,0,False,True
44,146169,312,32665,0,26,75,0,True,False
59,63367,756,9657,4,1,29,0,False,True
33,43100,740,22951,1,22,90,0,False,True
44,138089,397,33063,3,24,91,0,True,False
41,88456,419,33743,0,18,29,0,True,False
49,36049,592,27521,3,8,33,0,False,True
39,25786,300,11731,0,24,28,0,True,False
40,94904,549,19744,0,26,95,0,True,False
63,55699,448,19423,0,8,83,0,True,False
51,147784,694,18568,1,26,26,0,False,False
40,72691,343,48411,3,15,29,1,False,False
54,62040,343,4934,2,19,11,0,False,True
51,143455,377,12409,2,10,96,0,True,False
49,117990,525,32410,2,24,85,0,False,True
58,82986,461,31808,3,16,34,0,True,False
31,63762,552,9172,4,11,86,0,False,False
60,48600,431,28358,3,12,48,0,True,False
37,119774,747,1777,0,16,27,0,True,False
40,115777,773,20763,4,16,72,0,True,False
32,44810,408,49673,0,28,40,0,False,False
40,110703,334,36186,0,20,31,0,False,False
27,112347,766,32170,3,3,65,0,False,False
59,130315,574,21461,2,27,39,0,False,True
26,82204,486,46222,4,9,98,0,True,False
42,45085,542,3439,1,8,24,0,False,False
63,71854,563,8804,2,10,92,0,False,True
51,99797,821,46791,1,29,68,1,False,False
30,109269,840,48594,3,13,82,0,True,False
41,64779,386,14212,4,18,93,0,False,True
41,81207,834,22653,3,13,23,0,False,False
62,119615,509,22971,1,13,61,0,False,False
44,58980,345,2989,0,15,27,0,False,True
41,81117,766,8868,3,13,16,0,False,True
47,39141,839,43026,4,16,45,0,False,True
48,34344,325,34712,3,8,27,0,False,True
32,130008,565,25604,2,27,73,0,False,True
37,40896,474,23135,3,27,5,0,False,False
21,114353,815,31544,1,19,59,1,False,True
48,54813,610,38918,3,10,72,0,False,True
40,109431,621,31847,4,12,82,0,True,False
34,90679,434,44774,3,14,35,0,False,False
46,35681,354,11680,3,6,70,0,True,False
50,97903,842,48972,4,21,87,0,False,False
34,28228,830,31083,3,24,46,0,False,False
42,29582,455,35433,4,9,90,0,False,False
43,103683,446,46579,1,27,56,0,False,True
63,36397,784,27309,4,7,24,1,True,False
32,63799,319,42719,1,6,10,0,False,False
41,62011,568,11349,1,22,79,0,False,False
62,104183,632,10543,4,1,38,0,False,False
56,118254,700,10460,3,21,84,0,True,False
52,69264,605,35553,2,14,93,0,False,False
22,67317,327,29525,4,24,70,0,True,False
38,72914,766,6948,3,6,48,0,True,False
42,109633,559,15498,1,12,9,0,False,True
48,127489,833,19991,0,17,50,0,False,False
49,149237,400,25974,2,5,69,0,False,False
58,70254,652,36398,3,29,48,0,True,False
63,65096,599,8660,2,11,39,0,True,False
44,78785,595,27245,0,28,83,0,False,True
56,77344,652,1238,0,5,5,0,False,False
27,139988,429,20920,0,12,84,0,True,False
61,107643,455,47659,4,3,11,0,False,False
35,145382,373,10338,2,24,60,0,False,False
27,93546,641,43517,4,9,27,0,False,False
20,96091,764,11349,0,6,93,0,True,False
63,90603,389,47350,3,22,7,0,False,False
24,53412,754,12643,0,2,60,0,True,False
22,135489,631,29274,4,26,50,0,False,True
20,76658,647,46013,0,2,67,0,False,True
23,124841,532,41667,0,22,69,0,True,False
59,74549,401,40913,4,12,55,0,False,False
54,36549,780,39629,4,8,77,0,False,True
51,96216,513,46819,3,2,16,0,False,True
61,50739,407,17632,4,9,12,0,True,False
53,46209,464,28144,3,29,27,0,True,False
62,132051,634,13321,1,16,33,0,True,False
44,112968,385,38091,1,28,79,0,True,False
29,40116,723,30256,4,25,85,0,True,False
40,45045,663,24485,0,15,81,0,True,False
58,51327,359,3860,2,14,55,0,True,False
46,60709,781,15919,0,20,52,0,False,False
46,68617,549,34337,4,4,37,0,False,False
21,85139,416,9411,3,4,15,0,False,False
60,51905,844,10586,0,11,84,0,False,False
32,89148,343,25312,1,21,83,0,False,True
28,97603,808,24055,4,24,65,1,False,False
55,123095,464,35890,0,18,68,0,False,True
41,144779,667,29807,0,27,3,0,False,True
61,67919,591,21384,3,5,72,0,False,True
45,108521,585,48177,3,2,5,0,True,False
31,117905,503,29925,3,15,9,0,False,True
36,108400,823,4089,2,11,1,0,False,True
33,113150,420,15242,4,27,30,0,False,True
33,83446,487,40978,4,24,71,0,True,False
53,77428,312,17433,1,17,86,0,False,False
39,72894,499,34282,1,16,20,0,False,False
30,106149,755,11983,4,15,93,0,False,True
35,31447,747,44738,0,23,27,0,False,True
50,30499,370,44578,4,3,89,0,False,False
25,64041,429,43797,2,20,99,0,False,False
38,56315,342,5671,1,15,91,1,False,False
56,26299,819,25133,1,24,63,0,False,False
23,145506,312,44209,1,19,75,0,False,True
23,130005,834,1414,4,28,81,0,False,True
39,29994,601,48861,1,29,31,0,False,True
29,120414,826,22242,1,13,82,0,False,False
43,106163,414,36184,4,16,19,0,True,False
54,32489,759,39379,0,23,93,0,False,False
45,116647,804,16231,1,12,79,0,False,False
56,57355,607,22849,1,17,62,0,True,False
57,98805,624,42163,1,16,7,0,True,False
40,93367,474,32676,2,9,37,0,False,False
59,134906,813,23056,4,29,71,0,True,False
58,142409,471,42028,1,6,86,0,True,False
40,102355,801,20947,2,19,76,0,True,False
29,141220,633,46416,0,23,8,0,False,False
57,115349,583,27040,0,13,57,0,False,False
23,112173,774,47110,2,21,82,0,True,False
64,26996,353,47978,0,24,28,0,False,True
39,144999,757,26282,3,8,82,0,True,False
36,69387,719,27201,0,12,95,0,True,False
26,139965,708,7833,3,9,17,0,False,False
23,28089,603,5752,2,22,87,0,False,True
48,123827,521,25507,3,4,11,0,True,False
33,45659,832,21169,0,13,15,0,False,True
22,70178,457,45746,1,2,30,0,False,False
43,145053,647,42495,3,3,95,0,False,True
56,120965,458,25930,0,5,6,0,False,False
35,106268,534,6023,1,24,12,0,True,False
23,110042,704,1982,2,28,87,0,False,False
43,131471,556,15305,2,26,61,0,False,True
53,95726,346,17146,4,18,36,0,False,True
49,95111,512,12201,2,21,35,0,False,True
37,131031,778,17910,4,14,67,0,True,False
38,138682,786,24031,2,25,92,0,False,True
50,59565,641,24636,2,2,79,0,False,True
38,125435,823,18314,2,15,77,0,False,True
38,114242,802,28332,4,8,63,0,False,False
41,138204,305,19330,4,16,83,0,False,True
43,47884,443,16365,3,3,40,0,False,False
64,42199,560,44501,0,24,82,0,False,True
31,85038,531,11108,0,20,31,0,False,False
49,82786,569,4360,0,20,37,0,False,False
57,134636,746,43553,2,28,85,0,True,False
50,129970,521,41880,0,23,5,0,True,False
55,74294,351,49784,4,5,81,0,False,False
38,103015,415,4625,3,4,83,0,False,False
64,59178,837,39237,1,23,4,0,True,False
55,37665,840,2223,3,12,26,0,False,False
49,25534,318,40878,0,19,24,0,True,False
52,116828,691,10157,0,15,39,0,True,False
37,61132,718,47019,4,25,56,0,False,True
47,140720,608,38760,3,13,54,0,False,True
30,61110,485,14646,4,5,38,0,True,False
64,83754,560,45638,4,12,54,0,True,False
52,88580,827,30024,1,19,19,0,False,False
36,47469,572,5787,4,2,94,0,True,False
25,89016,459,24202,4,7,26,0,True,False
23,71233,523,44908,1,28,52,0,False,True
39,127804,555,37067,2,23,75,0,True,False
46,91708,479,10360,2,28,61,0,False,False
34,83232,319,33692,1,29,67,0,True,False
25,118450,767,40219,4,5,22,0,False,True
33,111437,509,13941,0,20,17,0,False,True
30,131311,812,16993,3,29,11,0,False,True
58,59409,357,15620,0,11,39,0,False,True
28,140159,392,21193,0,18,61,0,True,False
45,44324,520,22248,4,18,91,0,False,False
35,33738,531,46852,3,7,49,0,False,False
24,128030,663,6027,3,10,93,0,False,False
29,135093,673,5260,2,23,61,0,True,False
22,49054,755,38596,1,20,12,0,True,False
32,54709,387,42540,4,14,13,0,True,False
62,134321,319,10012,3,20,58,0,False,False
49,110643,313,26823,4,20,11,0,True,False
64,25363,432,9315,2,11,64,0,True,False
25,35358,333,48027,0,2,31,0,False,True
36,126613,507,13631,3,13,11,0,False,True
64,140233,498,19258,2,13,43,0,False,False
38,28240,454,26099,4,9,36,0,False,True
61,97201,377,36891,2,17,2,0,False,True
54,70689,471,37992,2,15,87,0,False,True
45,26936,588,32376,2,24,61,0,True,False
24,137272,844,11977,2,22,36,0,False,True
48,116074,719,27694,2,29,78,0,False,True
56,68965,306,48376,2,26,49,0,False,True
39,102534,459,34978,1,23,27,0,True,False
40,25882,539,10218,4,28,12,0,False,False
29,45224,722,22788,0,21,58,0,True,False
24,130227,835,21501,4,22,93,0,True,False
55,148750,369,13453,3,22,6,0,False,True
25,144299,515,39197,3,29,44,0,False,False
45,137012,403,16210,4,16,47,0,False,True
23,148745,353,9689,2,25,23,0,False,True
58,55825,629,46489,1,10,74,0,False,False
58,95740,502,28381,0,29,98,0,False,False
54,53885,587,30508,2,20,76,0,True,False
20,65056,344,43653,4,28,96,0,False,False
43,28203,497,22142,4,27,26,0,True,False
55,85241,515,41950,1,12,7,0,True,False
25,27244,780,9916,1,29,32,0,False,True
60,123322,608,1375,4,5,33,0,False,True
63,140329,734,32449,2,20,82,0,False,True
50,93619,631,24797,2,17,99,0,False,False
39,46584,326,21782,2,10,20,0,False,False
43,33521,465,28028,0,6,95,0,True,False
44,75017,617,21243,0,21,69,0,True,False
55,58541,573,30379,2,20,96,0,True,False
40,54063,682,38780,4,6,52,0,False,False
49,95268,664,31740,1,12,42,0,True,False
43,143206,402,20984,3,21,83,0,True,False
63,89952,802,1050,1,19,1,0,False,False
61,118054,672,7590,1,2,63,0,False,True
49,64563,544,41205,3,13,7,0,False,False
41,64752,468,16162,2,22,58,0,True,False
47,120233,717,14105,1,20,86,1,False,True
26,27567,655,38499,3,11,50,0,False,False
54,41121,777,37641,4,15,34,0,False,True
47,26674,424,12628,4,13,51,0,False,True
33,101411,836,43032,4,26,10,0,True,False
29,134876,701,39516,2,3,26,0,False,False
35,91275,816,22621,1,14,32,0,True,False
35,92081,830,2476,1,8,42,0,False,False
50,54140,553,41800,0,28,91,0,False,False
61,34327,420,36788,4,9,62,0,False,False
44,95663,331,25437,2,15,12,0,False,True
32,48331,336,27240,3,23,40,0,False,True
25,48004,641,46452,2,18,87,0,True,False
63,132369,312,11922,1,8,78,0,False,False
28,144243,482,49154,4,11,34,0,False,False
64,35492,564,9066,0,29,81,0,False,True
55,79797,387,13089,2,29,70,0,False,False
62,83095,761,33600,0,27,27,0,True,False
39,38749,345,47176,1,5,8,0,False,False
37,88217,691,9167,3,15,97,0,False,False
62,114044,418,13816,2,15,99,0,False,True
40,34045,830,22164,1,27,47,0,False,False
23,45116,746,21429,4,26,81,0,True,False
52,43667,345,36001,2,7,26,0,True,False
46,100057,807,32415,0,21,57,0,True,False
26,99205,825,9117,2,18,7,0,True,False
25,52302,302,48318,1,28,88,0,False,True
34,36283,327,7359,1,12,89,0,False,False
37,55935,680,15364,0,12,99,0,False,True
51,97534,456,37965,1,4,26,0,True,False
30,119342,810,29794,2,29,59,0,False,False
39,56624,632,11293,0,11,69,0,False,True
43,38440,413,10332,1,21,47,0,False,False
34,136001,688,1615,1,6,35,0,True,False
26,71501,786,46612,2,21,30,0,True,False
40,112333,549,13401,1,10,50,0,False,False
61,26269,614,42936,2,27,89,0,False,False
45,32868,538,30372,4,15,24,0,True,False
63,55251,533,43276,2,1,30,0,False,True
33,102909,602,49322,3,17,84,0,True,False
56,109523,633,3339,1,3,54,0,False,False
40,63729,412,17246,4,25,67,0,False,True
37,40734,661,9109,0,11,32,0,True,False
24,67429,396,24758,3,18,8,0,False,False
22,66337,315,24091,0,10,50,0,False,False
42,65325,675,44056,3,21,47,1,False,False
45,108600,689,14317,4,9,87,0,False,True
56,87514,516,17762,4,7,46,0,False,True
43,33433,698,4465,4,11,80,0,False,True
38,138957,559,26622,3,8,35,0,False,True
44,34111,619,7800,2,2,61,0,False,False
40,128986,495,36539,0,5,89,0,False,False
31,88753,777,37651,2,9,79,0,False,True
60,138783,717,3600,2,1,51,0,False,True
52,105583,774,6518,1,17,63,0,False,False
23,98620,843,20627,0,10,8,0,True,False
61,46751,530,30369,3,8,34,1,True,False
26,41453,820,32445,1,18,25,0,False,False
41,110844,499,17689,1,25,44,0,False,True
52,63968,320,16923,4,10,83,0,False,True
36,55077,610,39469,3,9,43,0,False,False
43,133582,733,31403,2,4,50,0,True,False
53,59775,670,1958,2,2,13,0,False,False
47,83144,377,41363,2,19,46,0,False,False
62,73570,841,4538,4,10,76,0,False,False
60,71097,584,24404,2,17,79,0,False,True
58,49503,439,10983,0,3,87,0,False,True
41,27779,581,36371,2,21,53,0,False,True
36,111840,557,25642,2,19,63,0,True,False
53,25755,659,14467,0,19,2,0,False,False
25,64263,739,1205,4,26,40,0,False,False
25,133491,569,28409,1,22,23,0,True,False
53,80087,433,13442,3,19,59,0,False,True
20,67281,403,27290,4,19,69,0,False,False
29,76482,394,27108,2,15,34,0,True,False
40,79857,779,6691,1,25,74,0,False,True
24,147989,540,39909,3,18,27,0,False,True
21,42400,312,20504,3,17,55,0,False,False
41,65115,446,31162,3,10,4,0,False,True
21,39249,394,40496,0,24,68,0,True,False
29,138183,592,39798,0,29,72,0,False,True
53,71825,324,22551,1,14,70,0,False,False
35,135361,571,14383,2,19,89,0,True,False
58,49600,804,17496,1,23,27,0,False,True
41,62706,465,42716,2,18,47,0,False,True
31,44222,386,10088,4,11,40,0,False,True
43,124041,790,47982,3,11,84,0,True,False
59,129504,440,28444,3,12,27,0,False,True
57,66139,402,25734,0,8,7,0,False,False
29,139919,525,42745,4,16,23,0,True,False
54,141605,593,35571,4,25,84,0,True,False
51,66302,605,27415,2,24,64,0,False,True
26,119684,553,16389,4,8,98,0,True,False
40,112838,479,28744,0,24,29,0,False,False
39,93159,339,19682,2,14,61,0,True,False
45,33646,819,46038,1,23,44,0,False,False
23,38543,845,35310,2,18,69,0,False,True
41,119496,535,8259,1,24,27,0,True,False
34,47785,762,46168,2,21,12,0,False,False
59,103353,527,13546,3,22,17,0,False,True
40,56406,782,3154,1,4,37,0,False,False
34,113992,729,9766,0,17,34,0,True,False
41,76428,321,49517,1,13,94,0,True,False
47,48777,642,12230,1,5,36,0,False,False
33,82939,339,18765,2,3,6,0,False,True
46,78026,472,6902,3,9,96,0,False,True
60,111450,738,2222,2,20,32,0,False,True
59,54553,478,28050,2,26,73,0,False,True
47,48548,432,35269,3,18,22,0,False,False
45,88221,650,10050,2,20,10,0,True,False
21,62265,824,49976,3,19,29,0,False,False
44,65701,839,4574,0,19,11,0,True,False
22,76287,805,37497,3,21,92,0,True,False
27,31727,383,12157,4,16,66,0,False,False
63,135460,763,20575,3,1,56,0,False,False
52,75717,642,41244,3,5,85,0,False,True
61,57427,579,18945,4,24,95,0,True,False
54,41692,562,15962,3,15,58,0,False,True
25,56625,465,36290,1,26,52,0,False,True
58,49918,592,36159,2,12,61,0,False,False
42,131931,808,25852,2,25,17,0,False,True
44,66136,525,31684,0,28,91,0,False,True
62,139826,469,45842,0,1,30,0,False,True
38,139881,747,12796,4,14,72,0,False,False
24,77409,801,25450,1,18,37,0,False,True
30,40577,826,35846,0,18,5,0,False,True
31,110155,678,46037,2,6,26,0,False,False
29,136776,500,48130,0,1,70,0,False,False
27,124246,549,18504,0,27,80,0,False,False
43,127924,708,46728,3,17,1,0,True,False
47,145408,424,31041,0,18,9,0,False,False
60,106731,412,11715,4,15,85,0,True,False
55,52689,436,22803,2,12,71,0,False,False
56,36154,795,4370,4,13,64,0,False,False
40,129657,449,2908,4,20,79,0,False,False
27,119948,642,38075,1,2,24,0,True,False
28,46341,620,22134,3,4,5,0,False,True
34,122554,831,45065,4,3,51,0,False,False
59,99681,588,4587,1,19,38,0,True,False
37,132798,788,31023,2,25,29,0,False,False
61,71330,791,46153,2,8,46,0,False,True
39,143069,551,3413,1,12,52,0,True,False
25,112759,376,26038,4,12,46,0,False,False
31,93416,691,23555,4,10,75,0,False,False
21,111807,711,11952,3,25,68,0,False,False
26,58313,472,4457,3,1,59,0,False,True
35,71900,500,9464,2,28,10,0,True,False
22,103840,516,2150,3,5,98,0,False,False
64,59695,675,48305,1,28,4,0,False,False
22,55225,310,33264,2,28,52,0,True,False
46,111072,311,41222,4,20,74,0,False,True
62,121367,734,48553,2,11,97,0,False,True
59,74156,672,45349,0,9,18,0,False,True
57,102209,572,33786,2,14,76,0,False,True
52,112453,808,10808,3,3,51,0,False,True
47,52829,431,39345,1,5,23,0,False,False
20,105908,618,5081,4,24,25,0,False,False
27,50938,467,40222,4,26,60,0,False,False
56,84164,696,9933,3,21,37,0,True,False
51,79530,479,3671,3,9,68,1,False,True
62,145921,357,44739,3,18,77,0,True,False
56,93199,779,48738,0,6,18,0,False,True
23,85282,759,32217,1,21,29,0,False,True
49,72801,360,40155,0,25,30,0,True,False
25,34465,668,40601,3,7,92,0,False,False
38,28326,420,20008,1,16,7,0,True,False
51,28659,845,22883,3,8,88,0,False,False
28,85289,316,34282,1,23,41,0,False,True
31,52594,795,33974,4,29,74,0,False,False
30,140819,796,34715,0,10,37,0,False,True
35,29763,804,44401,3,26,27,0,False,True
20,113657,831,16380,3,5,21,0,False,False
64,35828,614,19212,2,11,43,0,False,True
40,72588,368,29174,4,29,51,0,False,False
49,36221,460,7861,3,21,93,0,True,False
32,36211,444,7094,0,13,71,0,False,True
53,38569,684,40113,4,27,13,0,False,True
23,121894,568,47728,3,20,53,0,True,False
47,62860,753,25363,0,2,87,0,False,True
57,96558,817,23310,2,14,63,0,True,False
50,70337,649,40300,2,9,57,0,True,False
46,77311,409,6943,0,10,25,0,False,True
24,38515,782,15569,4,10,13,0,True,False
44,96695,706,43616,0,28,37,0,True,False
22,147006,350,9793,0,10,30,0,True,False
52,136527,702,39207,2,26,90,0,False,True
23,131749,775,26287,2,19,12,0,True,False
44,112227,386,34971,2,11,65,0,False,False
39,49904,367,43351,3,11,18,0,False,False
53,84935,341,48179,3,3,85,0,True,False
45,68790,356,32369,1,19,62,0,False,False
24,93580,495,24023,3,24,24,0,False,True
54,100148,361,46885,4,22,60,0,True,False
47,30636,562,24897,4,1,17,0,False,True
48,102129,411,24010,2,12,60,0,False,False
28,139483,477,41154,0,29,9,0,False,False
57,27892,325,36899,2,15,52,0,False,False
25,46672,709,21114,0,14,92,0,False,False
38,30812,830,20050,2,3,15,0,False,True
63,121621,616,22125,2,20,77,0,True,False
30,25654,831,29558,4,13,28,0,False,True
21,79633,405,45846,0,18,81,0,True,False
63,42143,763,21396,1,16,9,0,False,False
63,80934,545,28125,1,6,56,0,False,False
28,92334,380,23580,2,10,85,0,False,False
40,128463,695,39973,2,28,94,0,False,False
43,54087,821,24574,4,17,75,0,False,True
53,36618,563,25619,0,17,94,0,True,False
41,33446,573,14869,2,8,36,0,True,False
22,112182,471,1658,1,4,56,0,False,False
31,127127,564,48150,0,15,89,0,False,True
47,73867,325,13122,2,1,71,0,False,False
49,76028,768,44827,0,7,20,0,True,False
45,85101,775,14335,4,25,55,0,True,False
40,52200,655,22677,1,10,60,0,False,True
47,120107,325,29223,0,7,35,0,True,False
45,113074,333,30814,1,1,74,0,False,True
52,131091,563,19075,2,17,99,0,False,False
40,86465,437,44185,3,12,1,0,False,False
54,134500,761,12258,0,17,78,0,False,True
53,111436,467,31527,1,15,45,0,False,False
60,143422,380,11139,0,24,69,0,False,True
37,149124,706,43325,2,16,40,0,False,False
30,112892,345,41503,2,23,38,0,False,False
42,113559,352,20514,1,14,98,0,True,False
41,145044,775,21917,4,3,24,0,True,False
36,64148,315,30097,0,19,4,0,False,True
24,107928,659,18788,0,12,91,0,False,False
63,45698,786,26061,2,19,69,0,False,False
30,67470,801,10947,0,18,13,0,False,False
49,117071,440,16544,1,14,21,0,True,False
34,76660,746,21014,3,20,32,0,False,True
46,78910,589,15795,2,23,38,0,False,True
54,60450,508,33632,3,9,95,0,False,True
52,81463,774,20352,0,3,32,0,False,False
39,58757,712,24653,4,26,79,0,False,True
35,103012,726,2579,1,23,57,0,True,False
53,131750,670,32758,0,12,48,0,True,False
21,95247,589,44755,1,20,30,0,False,True
54,97015,731,39760,0,17,71,0,False,False
59,56390,567,33818,0,5,38,0,True,False
47,81116,450,7452,0,8,95,0,True,False
58,38161,554,38921,2,19,44,0,False,False
25,57152,652,16340,3,26,26,0,False,False
